Endpoint,Content-Type,Property Name,combined_unit_openapi - Type,increase_openapi - Type,q2_openapi - Type,combined_unit_openapi - Required,increase_openapi - Required,q2_openapi - Required,combined_unit_openapi - Description,increase_openapi - Description,q2_openapi - Description
DELETE /accounts/{accountId}/relationships/customers,application/vnd.api+json,data,array,N/A,N/A,Yes,N/A,N/A,,N/A,N/A
DELETE /customers/{customerId}/authorized-users,application/vnd.api+json,data,object,N/A,N/A,No,N/A,N/A,,N/A,N/A
PATCH /accounts/{accountId},application/vnd.api+json,data,object,N/A,N/A,Yes,N/A,N/A,,N/A,N/A
PATCH /accounts/{accountId}/transactions/{transactionId},application/vnd.api+json,data,object,N/A,N/A,Yes,N/A,N/A,,N/A,N/A
PATCH /applications/{applicationId},application/vnd.api+json,data,object,N/A,N/A,Yes,N/A,N/A,,N/A,N/A
PATCH /beneficial-owner/{beneficialOwnerId},application/vnd.api+json,data,object,N/A,N/A,Yes,N/A,N/A,,N/A,N/A
PATCH /cards/{cardId},application/vnd.api+json,data,object,N/A,N/A,Yes,N/A,N/A,,N/A,N/A
PATCH /check-deposits/{checkDepositId},application/vnd.api+json,data,object,N/A,N/A,Yes,N/A,N/A,,N/A,N/A
PATCH /counterparties/{counterpartyId},application/vnd.api+json,data,object,N/A,N/A,Yes,N/A,N/A,,N/A,N/A
PATCH /customers/{customerId},application/vnd.api+json,data,object,N/A,N/A,No,N/A,N/A,,N/A,N/A
PATCH /payments/{paymentId},application/vnd.api+json,data,object,N/A,N/A,Yes,N/A,N/A,,N/A,N/A
PATCH /received-payments/{paymentId},application/vnd.api+json,data,object,N/A,N/A,Yes,N/A,N/A,,N/A,N/A
PATCH /webhooks/{webhookId},application/vnd.api+json,data,object,N/A,N/A,No,N/A,N/A,,N/A,N/A
POST /account/addEntitlement,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/addEntitlement,application/json,entitlement,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/addEntitlement,application/json,requestingCustomerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/addEntitlement,application/json,targetCustomerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/close,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/close,application/json,closeReason,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/close,application/json,closeReasonNotes,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/close,application/json,closeToAccountId,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/close,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/close,application/json,transactionTag,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,accountMinimumBalance,N/A,N/A,number,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,accountNumber,N/A,N/A,string,N/A,N/A,No,N/A,N/A,"If none specified, Helix will automatically assign an account number. **Note:** Custom account numbers requires approval from Q2 and your bank partner. Custom account numbers must be numeric."
POST /account/create,application/json,category,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,customField1,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,customField2,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,customField3,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,customField4,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,customField5,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/create,application/json,isclosable,N/A,N/A,boolean,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,legalName1,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,legalName2,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,name,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,
POST /account/create,application/json,productId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/create,application/json,recurringContributionAmount,N/A,N/A,number,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,recurringContributionEndDate,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,recurringContributionFromExternalAccountId,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,recurringContributionStartDate,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,recurringContributionType,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,requestingCustomerId,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,subcategory,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,tag,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/create,application/json,targetDate,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/editEntitlement,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/editEntitlement,application/json,entitlement,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/editEntitlement,application/json,requestingCustomerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/editEntitlement,application/json,targetCustomerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/limit/delete,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/limit/delete,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/limit/delete,application/json,limitIds,N/A,N/A,array,N/A,N/A,Yes,N/A,N/A,"An array of up to 16 <a href=""https://docs.helix.q2.com/docs/account-limit"" target=""_blank"">accountLimit.limitId</a>s to remove from the account"
POST /account/limit/set,application/json,limits,N/A,N/A,array,N/A,N/A,Yes,N/A,N/A,"An array of up to 16 <a href=""https://docs.helix.q2.com/docs/account-limit"" target=""_blank"">accountLimit</a> objects to create or update"
POST /account/lock,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/lock,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/lock,application/json,lockReasonTypeCode,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/lock,application/json,lockTypeCode,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,"- `CST`: Customer Locked
- `SYS`: System Locked
"
POST /account/placeHold,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/placeHold,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/placeHold,application/json,expirationDate,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/placeHold,application/json,holdAmount,N/A,N/A,number,N/A,N/A,Yes,N/A,N/A,The dollar amount of funds to place on hold
POST /account/placeHold,application/json,holdDescription,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,Free-form description for why the hold is being placed
POST /account/releaseHold,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/releaseHold,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/removeEntitlement,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/removeEntitlement,application/json,requestingCustomerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/removeEntitlement,application/json,targetCustomerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/stopPay/createCheckStopPay,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/stopPay/createCheckStopPay,application/json,amountMaximum,N/A,N/A,number,N/A,N/A,Yes,N/A,N/A,
POST /account/stopPay/createCheckStopPay,application/json,amountMinimum,N/A,N/A,number,N/A,N/A,Yes,N/A,N/A,
POST /account/stopPay/createCheckStopPay,application/json,checkDateWritten,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/stopPay/createCheckStopPay,application/json,checkNumberMaximum,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/stopPay/createCheckStopPay,application/json,checkNumberMinimum,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/stopPay/createCheckStopPay,application/json,comment,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/stopPay/createCheckStopPay,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/stopPay/createCheckStopPay,application/json,expireDate,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/stopPay/createCheckStopPay,application/json,payeeName,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/stopPay/expire,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/stopPay/expire,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/stopPay/expire,application/json,stopPayId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/unlock,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/unlock,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/update,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/update,application/json,accountMinimumBalance,N/A,N/A,number,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,category,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,customField1,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,customField2,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,customField3,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,customField4,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,customField5,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /account/update,application/json,name,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,
POST /account/update,application/json,productId,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,recurringContributionAmount,N/A,N/A,number,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,recurringContributionEndDate,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,recurringContributionFromExternalAccountId,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,recurringContributionStartDate,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,recurringContributionType,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,subcategory,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,tag,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,targetAmount,N/A,N/A,number,N/A,N/A,No,N/A,N/A,
POST /account/update,application/json,targetDate,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /accountBeneficiary/add,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /accountBeneficiary/add,application/json,customerBeneficiaryId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /accountBeneficiary/add,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /accountBeneficiary/add,application/json,distributionDescription,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /accountBeneficiary/edit,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /accountBeneficiary/edit,application/json,customerBeneficiaryId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /accountBeneficiary/edit,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /accountBeneficiary/edit,application/json,distributionDescription,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /accountBeneficiary/edit,application/json,isActive,N/A,N/A,boolean,N/A,N/A,No,N/A,N/A,
POST /accountBeneficiary/remove,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /accountBeneficiary/remove,application/json,customerBeneficiaryId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /accountBeneficiary/remove,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /accounts,application/vnd.api+json,data,object,N/A,N/A,Yes,N/A,N/A,,N/A,N/A
POST /accounts/{accountId}/close,application/vnd.api+json,data,object,N/A,N/A,No,N/A,N/A,,N/A,N/A
POST /accounts/{accountId}/freeze,application/vnd.api+json,data,object,N/A,N/A,No,N/A,N/A,,N/A,N/A
POST /accounts/{accountId}/relationships/customers,application/vnd.api+json,data,array,N/A,N/A,Yes,N/A,N/A,,N/A,N/A
POST /application-forms,application/vnd.api+json,data,object,N/A,N/A,No,N/A,N/A,,N/A,N/A
POST /applications,application/vnd.api+json,data,object,N/A,N/A,Yes,N/A,N/A,,N/A,N/A
POST /applications/{applicationId}/cancel,application/vnd.api+json,data,object,N/A,N/A,No,N/A,N/A,,N/A,N/A
POST /authorization-requests/{authorizationId}/approve,application/vnd.api+json,data,object,N/A,N/A,No,N/A,N/A,,N/A,N/A
POST /authorization-requests/{authorizationId}/decline,application/vnd.api+json,data,object,N/A,N/A,No,N/A,N/A,,N/A,N/A
POST /card/addAccount,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/addAccount,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/addAccount,application/json,cardPriority,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/addAccount,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/archive,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/archive,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/createDigital,application/json,binId,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /card/createDigital,application/json,cardHolderCustomerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/createDigital,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/createDigital,application/json,firstName,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,
POST /card/createDigital,application/json,lastName,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,
POST /card/createDigital,application/json,middleName,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /card/createDigital,application/json,nickName,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,
POST /card/createDigital,application/json,primaryAccountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/createDigital,application/json,qualifierCode,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /card/createDigital,application/json,requestingCustomerId,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /card/createDigital,application/json,tag,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /card/createDigital,application/json,typeCode,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /card/createDigital,application/json,vendorTypeCode,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/fraudTextAlert/optOut,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/fraudTextAlert/optOut,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/hotlist,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/hotlist,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/hotlist,application/json,lockReasonTypeCode,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,"- `ACL`: AccountClosure
- `DEC`: Deceased
- `DES`: Destroyed
- `ESC`: Escheatment
- `FRD`: Fraud
- `LST`: Lost
- `STA`: Stale
- `STL`: Stolen
- `UPG`: DueToUpgrade
- `VOD`: Voided
"
POST /card/initiate,application/json,binId,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /card/initiate,application/json,cardCarrierMessage,N/A,N/A,string,N/A,N/A,No,N/A,N/A,Identifier used uniquely by various card production facilities for mapping card configurations
POST /card/initiate,application/json,cardDesignIdentificationNumber,N/A,N/A,string,N/A,N/A,No,N/A,N/A,Identifier used uniquely by various card production facilities for mapping card configurations
POST /card/initiate,application/json,cardHolderCustomerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/initiate,application/json,cardVendorUniqueData,N/A,N/A,string,N/A,N/A,No,N/A,N/A,Identifier used uniquely by various card production facilities for mapping card configurations
POST /card/initiate,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/initiate,application/json,firstName,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,
POST /card/initiate,application/json,isCreateDualIssuanceSinglePAN,N/A,N/A,boolean,N/A,N/A,No,N/A,N/A,"`true` if this card will be an instant-issued debit card ready for eCommerce activity that can also be provisioned to a digital wallet. If `true` the card will be created with a `status` of `DitalActivePhysicalInitiated` which will shortly change to `DigitalActivePhysicalPending`. When card is in `DigitalActivePhysicalInitiated` or `DigitalActivePhysicalPending` it can be provisioned into a digital wallet via [/card/provision/applePay](https://docs.helix.q2.com/reference/cardprovisionapplepay) or [/card/provision/googlePay](https://docs.helix.q2.com/reference/cardprovisiongooglepay). When card is in `DigitalActivePhysicalPending` it will need to be verified via [/card/verify](https://docs.helix.q2.com/reference/cardverify) before a customer can use the physical card.
"
POST /card/initiate,application/json,isPhysicalCardOrdered,N/A,N/A,boolean,N/A,N/A,No,N/A,N/A,"`true` to order a physical card, `false` to waive. 
"
POST /card/initiate,application/json,lastName,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,
POST /card/initiate,application/json,middleName,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /card/initiate,application/json,newPin,N/A,N/A,string,N/A,N/A,No,N/A,N/A,"For Shazam programs only. Visa DPS programs must call the [/card/resetPin](https://docs.helix.q2.com/reference/cardresetpin) endpoint separately. For physical-only cards, /card/resetPin can be called once the card moves from `status=Initiated` to `status=Verified`. For dual-issuance cards (physical and digital), /card/resetPin can be called once the card moves from `status=Initiated` to `status=DigitalActivePhysicalPending`."
POST /card/initiate,application/json,nickName,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,
POST /card/initiate,application/json,photoImageId,N/A,N/A,string,N/A,N/A,No,N/A,N/A,Identifier used uniquely by various card production facilities for mapping card configurations
POST /card/initiate,application/json,primaryAccountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/initiate,application/json,qualifierCode,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /card/initiate,application/json,requestingCustomerId,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /card/initiate,application/json,tag,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /card/initiate,application/json,typeCode,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /card/initiate,application/json,vendorTypeCode,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/limit/override,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/limit/override,application/json,classification,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/limit/override,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/limit/override,application/json,purchaseLimit,N/A,N/A,number,N/A,N/A,No,N/A,N/A,Required if `withdrawalLimit` not present
POST /card/limit/override,application/json,withdrawalLimit,N/A,N/A,number,N/A,N/A,No,N/A,N/A,Required if `purchaseLimit` not present
POST /card/limit/reset,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/limit/reset,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/limit/temporaryOverride,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/limit/temporaryOverride,application/json,comment,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,Free-form comment for why the temporary limit is being placed
POST /card/limit/temporaryOverride,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/limit/temporaryOverride,application/json,purchaseLimit,N/A,N/A,number,N/A,N/A,No,N/A,N/A,Required if `withdrawalLimit` not present
POST /card/limit/temporaryOverride,application/json,withdrawalLimit,N/A,N/A,number,N/A,N/A,No,N/A,N/A,Required if `purchaseLimit` not present
POST /card/lock,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/lock,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/lock,application/json,lockReasonTypeCode,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,"- `UNK`: Unknown
- `FRD`: Fraud
- `DMG`: Physical Damage
- `TMP`: Temporary
"
POST /card/mock/admin/falconFraud,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/admin/falconFraud,application/json,caseStatus,N/A,N/A,integer,N/A,N/A,Yes,N/A,N/A,"Possible values:
- `0`: Generates a real-time event with `userEventTypeId=10026` and `falconCaseStatus=ACTIVEACTIVE_CASE_SUBSTATUS_DLR_ACTIVENO_BLOCK_SERVICE|`
- `1`: Generates a real-time event with `userEventTypeId=10025` and `falconCaseStatus=CLOSEDNOT_FRAUDNO_BLOCK_SERVICE|`
- `2`: Generates a real-time event with `userEventTypeId=10025` and `falconCaseStatus=CLOSEDNOT_FRAUDREMOVE_BLOCK_SERVICE|`
- `3`: Generates a real-time event with `userEventTypeId=10024` and `falconCaseStatus=CLOSEDUNABLE_CONFIRMED_FRAUDFRAUD_BLOCK_SERVICE|CASE_FRAUD_TYPE_OTHER|`
"
POST /card/mock/admin/falconFraud,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/decline/purchase/authorize,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/decline/purchase/authorize,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/decline/purchase/authorize,application/json,merchantDescription,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/deposit/purchase/return,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/deposit/purchase/return,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/deposit/purchase/return,application/json,merchantDescription,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/deposit/purchase/return,application/json,transactionAmount,N/A,N/A,number,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/deposit/purchase/return/reversal,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/deposit/purchase/return/reversal,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/deposit/purchase/return/reversal,application/json,transactionId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/withdrawal/cardCash,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/withdrawal/cardCash,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/withdrawal/cardCash,application/json,merchantDescription,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/withdrawal/cardCash,application/json,transactionAmount,N/A,N/A,number,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/withdrawal/purchase/authorize,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/withdrawal/purchase/authorize,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/withdrawal/purchase/authorize,application/json,merchantDescription,N/A,N/A,string,N/A,N/A,No,N/A,N/A,
POST /card/mock/withdrawal/purchase/authorize,application/json,settlementDate,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /card/mock/withdrawal/purchase/authorize,application/json,transactionAmount,N/A,N/A,number,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/withdrawal/purchase/complete,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/withdrawal/purchase/complete,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/mock/withdrawal/purchase/complete,application/json,transactionAmount,N/A,N/A,number,N/A,N/A,Yes,N/A,N/A,The total amount to settle on the transaction (can be different from the original authorization amount)
POST /card/mock/withdrawal/purchase/complete,application/json,transactionId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/orderPhysical,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/orderPhysical,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/orderPhysical,application/json,requestingCustomerId,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /card/provision/applePay,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/provision/applePay,application/json,certificates,N/A,N/A,array,N/A,N/A,Yes,N/A,N/A,json string array of base 64 encoded Apple X.509 certificates (returned by Apple)
POST /card/provision/applePay,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/provision/applePay,application/json,nonceBase64,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,Base64 random number generated to avoid replay attacks (returned by Apple)
POST /card/provision/applePay,application/json,nonceSignatureBase64,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,Base64 nonce signature (* returned by Apple)
POST /card/provision/googlePay,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/provision/googlePay,application/json,clientCustomerId,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,Customer’s Wallet account ID from Google Pay SDK.
POST /card/provision/googlePay,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/provision/googlePay,application/json,deviceId,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,Customer’s Android Device ID
POST /card/reissue,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/reissue,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/reissue,application/json,newPin,N/A,N/A,string,N/A,N/A,No,N/A,N/A,"See the `newPin` attribute on the <a href=""https://docs.helix.q2.com/docs/card"" target=""_blank"">card</a> object definition for details."
POST /card/reissue,application/json,qualifierCode,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /card/reissue,application/json,reissueReasonTypeCode,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,"- `DMG`: Physical Damage
- `REN`: Renewal
- `FRD`: Fraud
- `LST`: Lost
- `STL`: Stolen
- `NCN`: Name Change with New PAN
- `CMP`: Compromised
"
POST /card/reissue,application/json,requestingCustomerId,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /card/reissue,application/json,tag,N/A,N/A,object,N/A,N/A,No,N/A,N/A,
POST /card/removeAccount,application/json,accountId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/removeAccount,application/json,cardId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
POST /card/removeAccount,application/json,customerId,N/A,N/A,object,N/A,N/A,Yes,N/A,N/A,
