Endpoint,Parameter Name,Location,combined_unit_openapi - Type,increase_openapi - Type,q2_openapi - Type,combined_unit_openapi - Required,increase_openapi - Required,q2_openapi - Required,combined_unit_openapi - Description,increase_openapi - Description,q2_openapi - Description
GET /transaction/list/{customerId}/{accountId}/{beginDate}/{endDate},,,N/A,N/A,,N/A,N/A,No,N/A,N/A,
GET /transaction/list/{customerId}/{accountId}/{beginDate}/{endDate},beginDate,path,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,Format is YYYY-MM-DD.
GET /transaction/list/{customerId}/{accountId}/{beginDate}/{endDate},endDate,path,N/A,N/A,string,N/A,N/A,Yes,N/A,N/A,Format is YYYY-MM-DD
GET /transaction/list/{customerId}/{accountId}/{beginDate}/{endDate},requestingCustomerIds,query,N/A,N/A,string,N/A,N/A,No,N/A,N/A,"A comma separated list of one or more customerIds who initiated transactions. Only applicable to business accounts. Example: 1234567,3456789"
GET /transaction/wire/get/{customerId}/{transactionId},,,N/A,N/A,,N/A,N/A,No,N/A,N/A,
GET /transactions,account_id,query,✗,string,N/A,No,No,N/A,✗,,N/A
GET /transactions,category.in,query,✗,array,N/A,No,No,N/A,✗,,N/A
GET /transactions,created_at.after,query,✗,string,N/A,No,No,N/A,✗,,N/A
GET /transactions,created_at.before,query,✗,string,N/A,No,No,N/A,✗,,N/A
GET /transactions,created_at.on_or_after,query,✗,string,N/A,No,No,N/A,✗,,N/A
GET /transactions,created_at.on_or_before,query,✗,string,N/A,No,No,N/A,✗,,N/A
GET /transactions,cursor,query,✗,string,N/A,No,No,N/A,✗,,N/A
GET /transactions,filter,query,object,✗,N/A,No,No,N/A,,✗,N/A
GET /transactions,include,query,string,✗,N/A,No,No,N/A,,✗,N/A
GET /transactions,limit,query,✗,integer,N/A,No,No,N/A,✗,,N/A
GET /transactions,page,query,object,✗,N/A,No,No,N/A,,✗,N/A
GET /transactions,route_id,query,✗,string,N/A,No,No,N/A,✗,,N/A
GET /transactions,sort,query,string,✗,N/A,No,No,N/A,,✗,N/A
GET /transactions/{transaction_id},transaction_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
GET /users/{userId}/api-tokens,userId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the user to revoke token,N/A,N/A
GET /webhooks,filter,query,object,N/A,N/A,No,N/A,N/A,,N/A,N/A
GET /webhooks,page,query,object,N/A,N/A,No,N/A,N/A,,N/A,N/A
GET /webhooks,sort,query,string,N/A,N/A,No,N/A,N/A,,N/A,N/A
GET /webhooks/{webhookId},webhookId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the webhook to get,N/A,N/A
GET /wire_drawdown_requests,cursor,query,N/A,string,N/A,N/A,No,N/A,N/A,,N/A
GET /wire_drawdown_requests,idempotency_key,query,N/A,string,N/A,N/A,No,N/A,N/A,,N/A
GET /wire_drawdown_requests,limit,query,N/A,integer,N/A,N/A,No,N/A,N/A,,N/A
GET /wire_drawdown_requests,status.in,query,N/A,array,N/A,N/A,No,N/A,N/A,,N/A
GET /wire_drawdown_requests/{wire_drawdown_request_id},wire_drawdown_request_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
GET /wire_transfers,account_id,query,N/A,string,N/A,N/A,No,N/A,N/A,,N/A
GET /wire_transfers,created_at.after,query,N/A,string,N/A,N/A,No,N/A,N/A,,N/A
GET /wire_transfers,created_at.before,query,N/A,string,N/A,N/A,No,N/A,N/A,,N/A
GET /wire_transfers,created_at.on_or_after,query,N/A,string,N/A,N/A,No,N/A,N/A,,N/A
GET /wire_transfers,created_at.on_or_before,query,N/A,string,N/A,N/A,No,N/A,N/A,,N/A
GET /wire_transfers,cursor,query,N/A,string,N/A,N/A,No,N/A,N/A,,N/A
GET /wire_transfers,external_account_id,query,N/A,string,N/A,N/A,No,N/A,N/A,,N/A
GET /wire_transfers,idempotency_key,query,N/A,string,N/A,N/A,No,N/A,N/A,,N/A
GET /wire_transfers,limit,query,N/A,integer,N/A,N/A,No,N/A,N/A,,N/A
GET /wire_transfers/{wire_transfer_id},wire_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
PATCH /account_numbers/{account_number_id},account_number_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
PATCH /accounts/{accountId},accountId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the account to update,N/A,N/A
PATCH /accounts/{accountId}/transactions/{transactionId},accountId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the account to update transaction from,N/A,N/A
PATCH /accounts/{accountId}/transactions/{transactionId},transactionId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the transaction to update,N/A,N/A
PATCH /accounts/{account_id},account_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
PATCH /applications/{applicationId},applicationId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the application to update,N/A,N/A
PATCH /beneficial-owner/{beneficialOwnerId},beneficialOwnerId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the beneficial owner to update,N/A,N/A
PATCH /bookkeeping_accounts/{bookkeeping_account_id},bookkeeping_account_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
PATCH /cards/{cardId},cardId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the card to update,N/A,N/A
PATCH /cards/{card_id},card_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
PATCH /check-deposits/{checkDepositId},checkDepositId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the check deposit to update,N/A,N/A
PATCH /counterparties/{counterpartyId},counterpartyId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the counterparty to update,N/A,N/A
PATCH /customers/{customerId},customerId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the customer to update,N/A,N/A
PATCH /entities/{entity_id},entity_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
PATCH /event_subscriptions/{event_subscription_id},event_subscription_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
PATCH /external_accounts/{external_account_id},external_account_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
PATCH /lockboxes/{lockbox_id},lockbox_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
PATCH /payments/{paymentId},paymentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the payment to update,N/A,N/A
PATCH /physical_cards/{physical_card_id},physical_card_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
PATCH /received-payments/{paymentId},paymentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the payment to update,N/A,N/A
PATCH /webhooks/{webhookId},webhookId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the Webhook to update,N/A,N/A
POST /account_transfers/{account_transfer_id}/approve,account_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /account_transfers/{account_transfer_id}/cancel,account_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /accounts/{accountId}/activate-daca,accountId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the account,N/A,N/A
POST /accounts/{accountId}/close,accountId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the account to close,N/A,N/A
POST /accounts/{accountId}/deactivate-daca,accountId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the account,N/A,N/A
POST /accounts/{accountId}/enter-daca,accountId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the account,N/A,N/A
POST /accounts/{accountId}/freeze,accountId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the account to freeze,N/A,N/A
POST /accounts/{accountId}/relationships/customers,accountId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the account to add owners to,N/A,N/A
POST /accounts/{accountId}/reopen,accountId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the account to close,N/A,N/A
POST /accounts/{accountId}/unfreeze,accountId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the account to get,N/A,N/A
POST /accounts/{account_id}/close,account_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /ach_transfers/{ach_transfer_id}/approve,ach_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /ach_transfers/{ach_transfer_id}/cancel,ach_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /applications/{applicationId}/cancel,applicationId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the application to get,N/A,N/A
POST /applications/{applicationId}/documents,Content-Type,header,string,N/A,N/A,Yes,N/A,N/A,"A workaround to properly assign the content type for the request body while providing no body, just set the one possible enum value",N/A,N/A
POST /applications/{applicationId}/documents,applicationId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the application to create a file for,N/A,N/A
POST /authorization-requests/{authorizationId}/approve,authorizationId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the authorization request to approve,N/A,N/A
POST /authorization-requests/{authorizationId}/decline,authorizationId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the authorization request to decline,N/A,N/A
POST /cardControl/archive/{cardControlId},,,N/A,N/A,,N/A,N/A,No,N/A,N/A,
POST /cardControl/archiveByTag/{tag},,,N/A,N/A,,N/A,N/A,No,N/A,N/A,
POST /card_push_transfers/{card_push_transfer_id}/approve,card_push_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /card_push_transfers/{card_push_transfer_id}/cancel,card_push_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /cards/{cardId}/close,cardId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the card to close,N/A,N/A
POST /cards/{cardId}/freeze,cardId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the card to freeze,N/A,N/A
POST /cards/{cardId}/replace,cardId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the card to replace,N/A,N/A
POST /cards/{cardId}/report-lost,cardId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the card,N/A,N/A
POST /cards/{cardId}/report-stolen,cardId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the card,N/A,N/A
POST /cards/{cardId}/unfreeze,cardId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the card to unfreeze,N/A,N/A
POST /cards/{card_id}/create_details_iframe,card_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /check-deposits/{checkDepositId}/confirm,checkDepositId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the check deposit to confirm,N/A,N/A
POST /check-payments/{checkPaymentId}/approve,checkPaymentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the check payment to approve,N/A,N/A
POST /check-payments/{checkPaymentId}/cancel,checkPaymentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the check payment to cancel,N/A,N/A
POST /check-payments/{checkPaymentId}/return,checkPaymentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the check payment to return,N/A,N/A
POST /check_transfers/{check_transfer_id}/approve,check_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /check_transfers/{check_transfer_id}/cancel,check_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /check_transfers/{check_transfer_id}/stop_payment,check_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /customer/search,,,N/A,N/A,,N/A,N/A,No,N/A,N/A,
POST /customers/{customerId}/archive,customerId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the customer to archive,N/A,N/A
POST /customers/{customerId}/authorized-users,customerId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the customer to add authorized users to,N/A,N/A
POST /customers/{customerId}/token,customerId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the customer to create token for,N/A,N/A
POST /customers/{customerId}/token/verification,customerId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the customer to create token for,N/A,N/A
POST /digital_card_profiles/{digital_card_profile_id}/archive,digital_card_profile_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /digital_card_profiles/{digital_card_profile_id}/clone,digital_card_profile_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /entities/{entity_id}/archive,entity_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /entities/{entity_id}/archive_beneficial_owner,entity_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /entities/{entity_id}/confirm,entity_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /entities/{entity_id}/create_beneficial_owner,entity_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /entities/{entity_id}/update_address,entity_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /entities/{entity_id}/update_beneficial_owner_address,entity_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /entities/{entity_id}/update_industry_code,entity_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /events/{eventId},eventId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the event to fire,N/A,N/A
POST /inbound_ach_transfers/{inbound_ach_transfer_id}/create_notification_of_change,inbound_ach_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /inbound_ach_transfers/{inbound_ach_transfer_id}/decline,inbound_ach_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /inbound_ach_transfers/{inbound_ach_transfer_id}/transfer_return,inbound_ach_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /inbound_check_deposits/{inbound_check_deposit_id}/decline,inbound_check_deposit_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /inbound_check_deposits/{inbound_check_deposit_id}/return,inbound_check_deposit_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /inbound_wire_transfers/{inbound_wire_transfer_id}/reverse,inbound_wire_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /intrafi_account_enrollments/{intrafi_account_enrollment_id}/unenroll,intrafi_account_enrollment_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /intrafi_exclusions/{intrafi_exclusion_id}/archive,intrafi_exclusion_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /payments/{paymentId}/cancel,paymentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the payment to cancel,N/A,N/A
POST /pending_transactions/{pending_transaction_id}/release,pending_transaction_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /physical_card_profiles/{physical_card_profile_id}/archive,physical_card_profile_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /physical_card_profiles/{physical_card_profile_id}/clone,physical_card_profile_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /real_time_decisions/{real_time_decision_id}/action,real_time_decision_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /real_time_payments_transfers/{real_time_payments_transfer_id}/approve,real_time_payments_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /real_time_payments_transfers/{real_time_payments_transfer_id}/cancel,real_time_payments_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /received-payments/{paymentId}/advance,paymentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the payment to advance,N/A,N/A
POST /received-payments/{paymentId}/reprocess,paymentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the payment to advance,N/A,N/A
POST /recurring-payments/{paymentId}/disable,paymentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the payment to disable,N/A,N/A
POST /recurring-payments/{paymentId}/enable,paymentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the payment to enable,N/A,N/A
POST /recurring-repayments/{recurringRepaymentId}/disable,include,query,string,N/A,N/A,No,N/A,N/A,,N/A,N/A
POST /recurring-repayments/{recurringRepaymentId}/disable,recurringRepaymentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the recurring repayment to disable,N/A,N/A
POST /recurring-repayments/{recurringRepaymentId}/enable,include,query,string,N/A,N/A,No,N/A,N/A,,N/A,N/A
POST /recurring-repayments/{recurringRepaymentId}/enable,recurringRepaymentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the recurring repayment to enable,N/A,N/A
POST /returns/{transactionId},transactionId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the transaction to return,N/A,N/A
POST /sandbox/cards/{cardId}/activate,cardId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the card to activate,N/A,N/A
POST /simulations/account_transfers/{account_transfer_id}/complete,account_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/ach_transfers/{ach_transfer_id}/acknowledge,ach_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/ach_transfers/{ach_transfer_id}/create_notification_of_change,ach_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/ach_transfers/{ach_transfer_id}/return,ach_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/ach_transfers/{ach_transfer_id}/settle,ach_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/ach_transfers/{ach_transfer_id}/submit,ach_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/check_deposits/{check_deposit_id}/reject,check_deposit_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/check_deposits/{check_deposit_id}/return,check_deposit_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/check_deposits/{check_deposit_id}/submit,check_deposit_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/check_transfers/{check_transfer_id}/mail,check_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/pending_transactions/{pending_transaction_id}/release_inbound_funds_hold,pending_transaction_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/physical_cards/{physical_card_id}/advance_shipment,physical_card_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/physical_cards/{physical_card_id}/tracking_updates,physical_card_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/real_time_payments_transfers/{real_time_payments_transfer_id}/complete,real_time_payments_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/wire_drawdown_requests/{wire_drawdown_request_id}/refuse,wire_drawdown_request_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/wire_drawdown_requests/{wire_drawdown_request_id}/submit,wire_drawdown_request_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/wire_transfers/{wire_transfer_id}/reverse,wire_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /simulations/wire_transfers/{wire_transfer_id}/submit,wire_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /stop-payments/{stopPaymentId},stopPaymentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the stop payment,N/A,N/A
POST /stop-payments/{stopPaymentId}/disable,stopPaymentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the stop payment,N/A,N/A
POST /users/{userId}/api-tokens,userId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the user to create token for,N/A,N/A
POST /webhooks/{webhookId}/disable,webhookId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the webhook to disable,N/A,N/A
POST /webhooks/{webhookId}/enable,webhookId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the webhook to enable,N/A,N/A
POST /wire_transfers/{wire_transfer_id}/approve,wire_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
POST /wire_transfers/{wire_transfer_id}/cancel,wire_transfer_id,path,N/A,string,N/A,N/A,Yes,N/A,N/A,,N/A
PUT /applications/{applicationId}/documents/{documentId}/back/multipart,applicationId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the application to upload a file to,N/A,N/A
PUT /applications/{applicationId}/documents/{documentId}/back/multipart,documentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the document to upload a file for,N/A,N/A
PUT /applications/{applicationId}/documents/{documentId}/multipart,applicationId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the application to upload a file to,N/A,N/A
PUT /applications/{applicationId}/documents/{documentId}/multipart,documentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the document to upload a file for,N/A,N/A
PUT /applications/{applicationId}/documents/{documentId}/verify,applicationId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the application to verify a file for,N/A,N/A
PUT /applications/{applicationId}/documents/{documentId}/verify,documentId,path,string,N/A,N/A,Yes,N/A,N/A,ID of the document to verify,N/A,N/A
